Sequence_ID,Motif_ID,Position,Direction,Score,P-value,Full/ Half-site
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,415,-,-3.42,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,421,-,-3.423,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,2388,-,-3.431,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,2153,-,-3.433,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1457,-,-3.435,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,549,-,-3.435,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,212,-,-3.435,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,263,-,-3.436,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1661,-,-3.437,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1762,-,-3.438,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1373,-,-3.438,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1072,-,-3.439,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,545,-,-3.439,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,94,-,-3.439,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1837,-,-3.441,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1296,-,-3.444,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1899,-,-3.445,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1141,-,-3.446,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1374,-,-3.449,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,546,-,-3.451,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,492,-,-3.451,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,606,-,-3.456,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,87,-,-3.456,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1890,-,-3.457,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1064,-,-3.458,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1783,-,-3.461,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1039,-,-3.461,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,251,-,-3.464,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,2507,-,-3.467,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,2170,-,-3.467,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,417,-,-3.469,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,895,-,-3.47,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,2193,-,-3.471,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1906,-,-3.473,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,935,-,-3.474,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,124,-,-3.474,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1589,-,-3.476,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1031,-,-3.476,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,120,-,-3.476,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,596,-,-3.478,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1384,-,-3.48,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1352,-,-3.482,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,689,-,-3.482,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,2159,-,-3.488,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,938,-,-3.488,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1150,-,-3.489,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1691,-,-3.495,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1264,-,-3.495,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1269,-,-3.497,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,790,-,-3.497,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1827,-,-3.502,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1003,-,-3.504,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1123,-,-3.505,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1155,-,-3.507,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1328,-,-3.508,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,581,-,-3.508,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,2135,-,-3.512,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1657,-,-3.513,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,483,-,-3.513,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1578,-,-3.518,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,843,-,-3.518,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1077,-,-3.519,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1563,-,-3.521,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1620,-,-3.524,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1158,-,-3.526,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1985,-,-3.528,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,668,-,-3.529,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,637,-,-3.53,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,703,-,-3.531,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,2350,-,-3.532,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,2484,-,-3.533,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1535,-,-3.533,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,991,-,-3.536,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,2398,-,-3.537,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,2175,-,-3.537,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,847,-,-3.537,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1575,-,-3.538,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,617,-,-3.54,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,2394,-,-3.543,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1013,-,-3.543,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,956,-,-3.545,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,2169,-,-3.55,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1843,-,-3.55,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1281,-,-3.551,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,323,-,-3.551,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1893,-,-3.554,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,2149,-,-3.555,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1698,-,-3.555,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1410,-,-3.556,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,389,-,-3.557,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1929,-,-3.559,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,764,-,-3.559,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,884,-,-3.561,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,354,-,-3.562,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,2048,-,-3.563,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,103,-,-3.563,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,326,-,-3.564,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,2252,-,-3.565,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,514,-,-3.567,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,794,-,-3.568,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,265,-,-3.57,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1977,-,-3.571,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1280,-,-3.571,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,633,-,-3.571,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,484,-,-3.571,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,53,-,-3.571,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,40,-,-3.571,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1725,-,-3.573,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,720,-,-3.574,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1729,-,-3.576,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1521,-,-3.577,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,12,-,-3.577,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,202,-,-3.578,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1401,-,-3.58,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,729,-,-3.58,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,773,-,-3.581,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1794,-,-3.582,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1404,-,-3.584,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,885,-,-3.585,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1436,-,-3.588,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,557,-,-3.588,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,604,-,-3.592,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1009,-,-3.596,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,187,-,-3.596,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1810,-,-3.599,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,880,-,-3.599,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,165,-,-3.599,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1599,-,-3.601,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1559,-,-3.601,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,509,-,-3.603,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,400,-,-3.605,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,2336,-,-3.608,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,423,-,-3.609,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1205,-,-3.61,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1512,-,-3.613,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,634,-,-3.614,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,144,-,-3.614,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1917,-,-3.615,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1102,-,-3.617,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,2201,-,-3.618,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,223,-,-3.619,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,860,-,-3.62,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,293,-,-3.621,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,2122,-,-3.622,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,2001,-,-3.622,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1211,-,-3.622,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1305,-,-3.624,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,0,-,-3.625,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,654,-,-3.626,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,57,-,-3.626,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,140,-,-3.627,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,799,-,-3.628,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1896,-,-3.629,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,731,-,-3.635,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1364,-,-3.64,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1321,-,-3.641,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,2529,-,-3.643,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,829,-,-3.643,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1857,-,-3.644,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,320,-,-3.644,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1441,-,-3.645,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,2450,-,-3.647,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,2103,-,-3.647,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,619,-,-3.648,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,2139,-,-3.649,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1392,-,-3.649,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,2360,-,-3.65,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1959,-,-3.65,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,147,-,-3.65,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,2143,-,-3.651,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,2000,-,-3.658,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,525,-,-3.658,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1140,-,-3.66,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,2304,-,-3.662,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,2281,-,-3.665,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,2037,-,-3.668,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,650,-,-3.668,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,674,-,-3.669,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1048,-,-3.671,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,493,-,-3.672,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,2178,-,-3.674,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1836,-,-3.674,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1343,-,-3.674,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,2497,-,-3.676,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,2435,-,-3.677,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1923,-,-3.677,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,95,-,-3.677,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,433,-,-3.679,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1124,-,-3.682,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,894,-,-3.682,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,2485,-,-3.684,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,2382,-,-3.687,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,845,-,-3.687,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,375,-,-3.694,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1994,-,-3.697,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1791,-,-3.699,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1531,-,-3.699,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1025,-,-3.701,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1947,-,-3.703,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,836,-,-3.705,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,556,-,-3.708,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,2505,-,-3.709,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,2227,-,-3.711,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,759,-,-3.711,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,2523,-,-3.714,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,35,-,-3.715,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1973,-,-3.716,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1290,-,-3.716,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,468,-,-3.716,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,863,-,-3.717,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1965,-,-3.718,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1528,-,-3.718,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,786,-,-3.718,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1272,-,-3.72,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1706,-,-3.723,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,2287,-,-3.724,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1225,-,-3.73,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1216,-,-3.731,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,282,-,-3.733,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,2537,-,-3.734,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1052,-,-3.735,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,399,-,-3.735,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,2189,-,-3.738,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,401,-,-3.739,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,281,-,-3.741,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,2275,-,-3.742,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1834,-,-3.742,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1685,-,-3.743,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1043,-,-3.745,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1782,-,-3.746,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1174,-,-3.746,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,2456,-,-3.75,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,2179,-,-3.751,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1470,-,-3.751,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,684,-,-3.752,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,559,-,-3.752,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1273,-,-3.754,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,2489,-,-3.755,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1872,-,-3.757,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1727,-,-3.759,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1315,-,-3.759,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1252,-,-3.764,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,2182,-,-3.767,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1347,-,-3.769,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,2420,-,-3.771,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,2415,-,-3.774,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,155,-,-3.776,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1042,-,-3.777,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1425,-,-3.779,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,881,-,-3.781,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,2362,-,-3.782,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1832,-,-3.783,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,461,-,-3.785,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1580,-,-3.786,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1398,-,-3.786,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,2439,-,-3.788,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,2228,-,-3.792,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,2163,-,-3.793,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,739,-,-3.795,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,2027,-,-3.797,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,2408,-,-3.799,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,538,-,-3.8,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,344,-,-3.806,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,2527,-,-3.807,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1395,-,-3.807,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,751,-,-3.807,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,701,-,-3.808,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,618,-,-3.808,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1647,-,-3.811,9.999000099990002e-05,1
CDKN1A_Promoter_2.6kb_upstream,MA0525.2,1919,-,-3.814,9.999000099990002e-05,1
